Site,Document title,Body,Location
https://timesofmalta.com/,Russians topped Malta's list of new citizens in 2020,"More Russian nationals were granted Maltese citizenship in 2020 than the following two countries combined, new EU figures confirm.Data published by Eurostat, the EU's statistics office, shows that 175 Russians received Maltese citizenship in 2020, the highest figure for any nationality.A further 54 Libyans were also granted citizenship, as were 52 citizens from the Philippines. Overall, 1,181 applicants were granted Maltese citizenship that year, meaning close to 15 per cent of all recipients were Russian nationals.Citizenship can be obtained through several methods ranging from marriage to descent, naturalisation or, in some cases such as Malta, investment. The Eurostat figures do not provide context about the reasons for which citizenship was granted.  Across the EU, Moroccan, Syrian and Albanian applicants were the most common new citizens in 2020. Over 68,000 Moroccans now call themselves European, as do some 50,000 Syrians and 40,000 Albanians.Cyprus and Finland were the only two other EU member states where Russian nationals topped their respective citizenship lists in 2020. Cyprus, like Malta, operated a citizenship-by-investment scheme in 2020. That scheme was suspended in November of that year following a corruption scandal. Finland shares a land border with Russia and the two countries have several historic ties. The granting of Maltese citizenship has made both local and international headlines since 2013, when the Labour government introduced the citizenship-by-investment programme soon after it rose to power. Malta's Individual Investor Programme, as it was known, allowed non-EU nationals to effectively purchase Maltese citizenship, obtaining freedom of movement and access to EU financial systems.The IIP scheme was revamped in 2020 to introduce stricter residency requirements, but Malta continues to face intense pressure at EU level to drop the scheme altogether.Russians are currently banned from applying for Maltese citizenship following the invasion of Ukraine, with pending applications currently frozen. Malta has also revoked the citizenship of a Russian national named on a US sanctions list.The government had initially resisted pressure to stop selling passports to Russian applications, arguing due diligence processes were thorough and prevented abuse.Ukrainian President Volodymyr Zelensky had urged Malta to “stop the privileges of Russian people, including golden passports and dual citizenship"" when he addressed Malta's parliament earlier in May.",
https://timesofmalta.com/,Dutch striker Miedema signs new deal at Arsenal,"Netherlands international Vivianne Miedema has rejected interest from other top European clubs to sign a new deal with Arsenal, the Women's Super League club announced on Friday,The 25-year-old forward had reportedly held talks with several clubs including Paris Saint-Germain and Barcelona but has chosen to stay in London.Vivianne joined Arsenal from Bayern Munich in 2017 and has scored 117 goals in 144 appearances, including 23 in 39 appearances in the 2021/22 season.Continue reading this article on Sports Desk. ",
https://timesofmalta.com/,Italian Marco Casarsa named new Malta Beach Soccer coach,"The Malta Beach Soccer Association has appointed Italian Marco Casarsa as their new national team coach ahead of their participation in the Euro Beach Soccer League that will be played in Moldova this summer.Casarsa brings with him bags of experience as he is a former Italy national team player who represented his country 63 times and he is excited to embark on this venture of building a competitive national team for Malta.“I am really honoured to have been given this opportunity,” Casarsa told a news conference.“I know that this is big challenge for me but I am really motivated to give a huge contribution to the growth of beach soccer in Malta. I am sure that working with passionate persons like Mark Marlow we can help the national team reach high level of performances.",
https://timesofmalta.com/,Brandon Paiber bids farewell to Floriana ahead of Birkirkara move,"Brandon Paiber has confirmed the news that he is leaving Premier League club Floriana after three-and-a-half years in a post on his social media.The Malta international midfielder's contract with Floriana expired at the end of the season but talks over a new contract extension failed to reap an agreement and the youngster is now set to join Birkirkara in the coming days.“What a journey ! After 3 and a half years in this wonderful club I can say that my time is up,” Paiber wrote on his Instagram account.“It was not my wish but certain management decisions forced me to this. I want to thank Ricardo Gaucci and Peter Agius who trusted me as a player and as a person and brought me to this club.",
https://timesofmalta.com/,UK police probe Vieira pitch 'altercation' at Everton match,"British police said Friday they were “investigating an altercation” after Everton's match with Crystal Palace, in which Palace manager Patrick Vieira appeared to kick out at a fan.The former France international refused to comment on Thursday, after the home side came back from 2-0 down to win 3-2 and secure their Premier League status.Vieira was surrounded by jubilant Everton fans celebrating the Merseyside club's last-gasp winner.Merseyside Police said in a short statement that they had begun a probe into the events at Goodison Park.",
https://timesofmalta.com/,Carnival returns... three months late but colourful as ever,"Carnival enthusiasts can finally parade floats they have been building for months and perform lively dance routines in elaborate costumes in Valletta.The traditional carnival festivities usually planned for February in the run-up to lent were this year postponed to May because of COVID.The official programme kicked off on Friday evening with competitive dancing at St George's Square, followed by a défilé with King Carnival and grotesque masks.Official carnival celebrations will also be held in Victoria and the spontaneous street carnival will return to Nadur on Saturday night. ",
https://timesofmalta.com/,Maltese courts slowest in EU when dealing with money laundering cases,"Malta's courts remain the slowest in Europe to close money laundering cases, taking around three years to close off suits, fresh figures issued by the European Commission show. According to the EU Justice Scoreboard 2022, which presents an annual overview of efficiency, quality, and independence of justice systems across the EU, Malta's court took over 1,200 days to close money laundering cases in 2019. Data for 2020 and 2021 was not included. The country's rate was the highest when compared to the rest of Europe and was notably higher than the 900 days registered by Slovenia, which had the second slowest rate.Malta's court delays have often come under fire from the EU, with the Commission flagging the issue as being of ""serious concern"" in a rule of law report published almost a year ago, in July 2021.At the time, the government had said the Commission had welcomed the reforms its was implementing to strengthen the independence of the justice system, particularly the reform of the system of judicial appointments and that of judicial discipline.""In addition to contributing to the fight against crime, the effectiveness of the fight against money laundering is crucial for the soundness, integrity and stability of the financial sector, confidence in the financial system and fair competition in the single market,"" the Commission said in its scoreboard. Despite still being the slowest to close money laundering cases, Malta's courts have registered an improvement. In 2018, the year prior to that in review, courts took around 2,200 days - around six years - to close money laundering proceedings. The scoreboard also confirmed Malta's courts were the slowest to resolve administrative cases in 2020, taking around 900 days to close proceedings. Malta's system was also exceptionally slow when dealing with cases related to competition law, taking a whopping 3,400 days to close proceedings, the highest rate in Europe by a wide margin. In a statement on Friday, the Justice Ministry noted that because of the COVID-19 pandemic, courts were not operating for ""a good part of the year"". ""However, Malta registered a decrease in the pending caseload in litigious civil and commercial cases, as well as a decrease in the length of proceedings of money laundering cases when compared to 2019,"" the government said. The scoreboard does not include data on the length of proceedings of money laundering cases for 2020, with the lastest figures included by the Commission being for 2019. ""The Ministry for Justice welcomes the publication of the EU JS 22 with a sense of commitment to improve the efficiency of justice and reaffirms its mandate to help justice transition to a more digitalised era, improve its accessibility, and promote public confidence in the justice system.""The ministry acknowledges the efforts of all stakeholders, particularly during the Covid-19 pandemic, and looks forward to furthering the cooperation with them in the coming years."" It added that as pledged in the electoral manifesto, the government is committed to ""addressing the efficiency of justice by implementing new landmark reforms"". ",
https://timesofmalta.com/,"Man who wished migrants drown off Malta gets €350 fine, conditional discharge","A man accused of hate speech over a Facebook comment he posted two years ago, turned up to court on Friday without a lawyer.Roderick Abela, who represented himself, was conditionally discharged and fined €350.Abela had commented under a story published on Television Malta's Facebook page in May 2020 about a group of migrants who were denied entry into Malta and were instead kept on board a Captain Morgan vessel.“May they all drown because enough is enough… we're fed up of you, taking us for a ride for 15 years and abusing the generosity of a weak nation lacking guts,” he wrote.Abela was contacted about the matter more than two years since posting that comment, explained Abela when he turned up for the sitting on Friday, unassisted by a lawyer out of choice.The delay was in itself not in the interest of justice, started off the man, after informing Magistrate Ian Farrugia that he wished to make some arguments against the charges of incitement to hatred and misuse of electronic communications equipment.Referring to article 82A of the Criminal Code, the accused argued that his comment did not qualify as “threatening, abusive nor insulting"". Nor had the police produced evidence to show whether the migrants were “muslims, Africans, Hindu…” went on the man, questioning how he could be found guilty of inciting hatred on the basis of race, gender, religion and so forth.He also lacked criminal intent.'May they all drown' may have been an 'insensitive comment' and a negative wish but that did not mean that it was illegal, went on Abela, adding that he apologised but stood firm by his arguments in favour of acquittal.“Your arguments are valid and lucid,” remarked the magistrate when the man standing before him wrapped up his defence.However, the allegedly offensive post was not to be assessed “in a vacuum,” explained the court, delving into an analysis of the situation, simplifying the legal arguments at stake.That comment was targeted against a specified group of migrants, within Maltese territorial waters.The law spoke about the “probability” that such a comment could incite hatred or violence.As for the criminal intent, that was for the court to determine after assessing the evidence put forward and, in this particular case, evidence pointed in the direction of such criminal intent, explained the magistrate.“'May they all drown' left no doubt as to your intention,” said magistrate Farrugia, pointing out that the charges carried a maximum fine of €25,000.The accused noted that the “spur of the moment” comment was posted at a time when Malta was facing the COVID-19 pandemic and therefore also reflected “an element of frustration"".The court conditionally discharged the accused for one year and imposed a €350 fine.“You have a right to an opinion... opinion is free but not absolute,” was the magistrate's final word of advice.  ",
https://timesofmalta.com/,Mayweather to fight 'Dangerous' Don Moore in Abu Dhabi exhibition,"Undefeated boxing star Floyd Mayweather will fight “Dangerous” Don Moore in a rearanged exhibition bout in Abu Dhabi on Saturday, organisers said on Friday.The former welterweight world champion, who retired with an unbeaten 50-0 record, was preparing to fight Moore last week before the United Arab Emirates went into mourning for the death of president Sheikh Khalifa.Mayweather, 45, and fellow American Moore — who is also undefeated but retired in 2016 — will fight in the UAE capital's Etihad Arena with Brazilian MMA great Anderson Silva facing the UAE's Bruno Machado on the undercard.Continue reading this article on Sports Desk. ",
https://timesofmalta.com/,Borussia Dortmund part ways with coach Marco Rose,"Head coach Marco Rose has left Borussia Dortmund after just one year in charge, the Bundesliga runners-up said on Friday. Borussia Dortmund and Rose “ended their collaboration” following an “intensive analysis of the season”, the club said in a statement.The team had “not gotten the most out of our potential in a number of areas”, Dortmund CEO Hans-Joachim Watzke said.Continue reading this article on Sports Desk. ",
https://timesofmalta.com/,Former Birkirkara FC president Joe Gauci passes away,"Maltese football on Friday was mourning the death of former Birkirkara president Joe Gauci.The veteran football administrator was a beloved figure in the football fraternity and will be best remembered for his spell at the helm of Birkirkara FC.Gauci, in fact was at the helm of the club between 1987 and 1996 before he was replaced by Victor Zammit.Still, he remained an active committee member with Birkirkara FC in the following years which have seen the club win several honours in Maltese football.During his career as football administrator, Gauci also served as a member of the Malta Football Association Executive Committee, representing Birkirkara FC.",
https://timesofmalta.com/,Leclerc on top in Spain practice as Mercedes show signs of life,"World championship leader Charles Leclerc topped the times for Ferrari ahead of the two Mercedes of George Russell and Lewis Hamilton in Friday's second free practice ahead of this weekend's Spanish Grand Prix.The 24-year-old Monegasque driver was quickest in one minute and 19.670 to outpace Russell by a tenth of a second and seven-time champion Hamilton by two-tenths as Mercedes, with an extensive upgrades package, rediscovered their pace.Local star Carlos Sainz was fourth in the second Ferrari ahead of world champion Max Verstappen of Red Bull and another Spaniard two-time champion Fernando Alonso of Alpine.Continue reading this article on Sports Desk. ",
https://timesofmalta.com/,"€500,000 pledged to help newspapers deal with massive paper price hike","The government will be providing financial assistance of up to €500,000 to newspaper publishers, to help them deal with the substantial increase in the price of paper, it announced on Saturday.During a meeting with Prime Minister Robert Abela at Auberge de Castille, a committee of all newspaper publishers in Malta, together with the Institute of Maltese Journalists (IĠM), discussed their situation and concerns, and explained the significant challenges they are facing in the light of these extraordinary events.Paper prices have been increasing in recent years, with the war in Ukraine, forcing an even bigger spike in recent months, threatening the very existence of the industry. Local publishers employ around 66 journalists full-time together with several part-timers, and issue 14 different newspapers between them, published daily, weekly, and on Sundays.The role of the newspaper as an integral part of contemporary media, and its key role as a strong instrument of democracy, were also discussed during the meeting. In view of this crucial role, Abela said that the government would be stepping in and assisting the sector accordingly.",
https://timesofmalta.com/,"PA supports każini survive the pandemic with €250,000 in restoration funding","The Planning Authority is funding almost a quarter of a million in restoration and maintenace works on local clubs and każini to help them recover from the financial blow dealt during the pandemic.In a statement, the PA said that following the launch of the Irrestawra l-Każin Scheme last year, it received 84 submissions of which 72 were considered valid.As a result, the Authority is funding close to €250,000 on works ranging from the restoration of the club's façade including timber balconies and apertures, waterproofing, internal renovation works and the upgrading of certain facilities.While the każini that applied were predominantly local band clubs, a number of submissions were received from local football clubs, bocci clubs and other voluntary organisations. Minister Zrinzo Azzopardi said this scheme was another positive initiative where the Planning Authority returned to the community funds raised from the application process.""I believe that local clubs play a very important role in the community where they reach out to people of similar interests, gather diverse skills and serve as places of recreation,"" he said.Martin Saliba PA Executive Chairperson said the importance of our Każini should not be underestimated.""Besides the cultural heritage that these organisations have within our Maltese society, they serve as places that bring people together, across age ranges and political persuasions, opening up possibilities and as a fora to explore new opportunities,"" Saliba said. ",
https://timesofmalta.com/,Farrugia Cann to replace Frederick Azzopardi as Infrastructure Malta CEO,"Engineer Trustin Farrugia Cann is expected to be appointed as the new chief executive of Infrastructure Malta, government sources told Times of Malta.Farrugia Cann, 36, will be replacing Frederick Azzopardi who stepped down from the post last month to move into the private sector.Currently employed at Water Services Corporation, Farrugia Cann has worked in several government agencies, and has served on the board of entities, among them Enemalta.The engineer has also made a name for himself in the sporting world as one of the best referees on the island, referring internationally in FIFA and UEFA games on a regular basis.His predecessor, Frederick Azzopardi was instrumental in setting up the roads agency in 2018, but his four years were marred by strong criticism for overriding environmental concerns by NGOs and residents. ",
https://timesofmalta.com/,"POYC scheme is open to all licensed pharmacies, ministry clarifies","Pharmacies do not need to be affiliated with any constituted body or organisation to be able to participate in the Pharmacy of Your Choice scheme, the Health Ministry has confirmed.The clarification came after the Chamber for SMEs and the Chamber of Pharmacists jointly wrote to pharmacies to inform them of the membership requirement to be able to offer the service to POYC clients.The government has concluded the new POYC service level agreement that will regulate the scheme until 2027. There are some 220 licensed pharmacies.The two chambers told pharmacies that they were to contribute to a fund for a “legal war chest”, which needed replenishing. According to a letter sent to pharmacy owners, they were expected to contribute €1 per patient towards this fund. There are around 150,000 POYC patients.They also told licensed pharmacies that it was “incumbent” on the licensee to be a member of the Chamber of SMEs and that if the licensee is a pharmacist the person must be a member of the Chamber of Pharmacists.But the Malta Chamber of Commerce clarified that the scheme was open to all licensed pharmacies irrespective of their membership of a constituted body and that neither was there an obligation for any pharmacy to contribute fees to any entity to be able to participate in the scheme.The clarification came directly from the permanent secretary at the Health Ministry, Joseph Chetcuti, the chamber said.The Malta Chamber reiterated its position that membership of constituted bodies – such as membership of trade unions – should never be mandated and that the freedom of association of business owners must be respected at all times.Membership of any particular constituted body should never be a requirement for participating in government schemes. Business owners should be completely free to choose which representative body to associate with, the chamber insisted.",
https://timesofmalta.com/,Watch: Stories of the dead to be told at Mtarfa cemetery,"In 1956, a young man in Suez thought he had struck it lucky when his friend gave him an air ticket, which he had won in a raffle, to travel back to the UK where the man's mother was quite ill.But A. Smith was killed, along with 49 others, when the Scottish plane Avro York crashed in fields outside Żurrieq, near the Blue Grotto, after a stopover in Malta.With him were 12 Royal Air Force personnel who had won their tickets in a “lucky draw” at their station near the Suez Canal.They too perished in one of Malta's worst air disasters and their bodies were buried in the Mtarfa military cemetery.And this is just one of the many stories that will be recounted for the rest of the week during free tours of the cemetery as part of the Commonwealth War Graves Commission's annual global awareness week, taking place in Malta for the first time.The event is aimed at encouraging people to discover the heritage of the world wars on their doorstep.Starting today, three dedicated volunteers – Lino Camilleri, Jean Attard and Elaine Zerafa – will tell stories about the ordinary people buried in Mtarfa who “gave their today for our tomorrow”.The commission is responsible for the commemoration of nearly 1.7 million members of the Commonwealth forces.The graves of these men and women are to be found in 153 countries and regions while the commission also takes care of nearly 4,000 non-war graves.'War Graves Week' events will be held in the UK, France, Belgium, the Netherlands and, for the first time ever, in Malta at the Mtarfa cemetery.The cemetery can provide an endless stream of stories.Some of them date back to World War I when Malta earned the title 'Nurse of the Mediterranean', providing medical treatment to over 130,000 servicemen from the fighting in Gallipoli, Salonika and the Middle East.Years later, the island would play a different role, becoming an island fortress, besieged by German and Italian forces and becoming one of the most heavily bombed places on earth in   World War II.Many of the military personnel who died during both wars are buried at military cemeteries such as the one in Mtarfa.Located just a four-minute drive from the former Mtarfa military hospital, the cemetery is tucked away in a quiet side street and is a harmoniously peaceful place, with the silence only broken by birds chirping in the trees surrounding the graveyard.One of the first burials dates back to the 1800s.Robert Fenton was a drummer in the Lancaster regiment. He was just 16.“We think he died from an illness but it's hard to say as we have no access to medical records,” Zerafa said yesterday.Some of the headstones have visible bomb damage because the graveyard lay so close to then RAF airfield in Ta' Qali.“Aircraft would fly over Mtarfa and Mdina, strafing on the way to the airfield and this is the damage left.”Among the many others buried in Mtarfa are six members of then British prime minister Winston Churchill's delegation, who were killed in a plane crash while on the way to the historical 1945 Yalta Conference, in Crimea, on February 1, 1945.The plane circled Lampedusa for over an hour before it crashed in the sea around that tiny island and it is recorded there was some confusion about whether they were in Malta or not.Sometimes, the cemetery is at the centre of a special trip to Malta.“Every day, we meet new people and hear new stories about the people buried here,” Zerafa told Times of Malta.“Just last week, an 80-year-old woman came to visit the grave of her sister who died at just eight weeks old. We sat her down and took photos of her next to her sister's grave  and she was accompanied by her own daughter, who got to hear stories of her family and meet her aunt.”Sometimes, people come to the cemetery with picnic blankets, to sit by the side of their loved ones' tombstones, sometimes for hours.Mtarfa holds the body of one colonel, Hugh Alexander Pollock. He died in 1971.“While his headstone reads 'in loving memory of his wife Ida', Pollock was the first husband of the famous British children's author Enid Blyton. We all grew up reading her stories,” Camilleri said.The volunteers highlighted the importance of the younger generations learning and understanding the importance of the stories from Mtarfa. “These people sacrificed so much, their lives, for the freedom we get to experience today. Their stories should not be forgotten or taken for granted,” Camilleri added.Visitors are fascinated by the site“When people come here to take a peak, when our volunteers start speaking to them and telling them the stories, they end up staying for an hour or two,” Country Supervisor for Malta with the Commonwealth War Graves Commission, Mark Fitzgerald said.Fitzgerald was awarded an Honorary MBE for his service to the Commonwealth War Graves. While he started working for the CWGC back in 1993 as a gardener at the Pieta Military Cemetery, his connections to the Commission date back another two generations. Both his own grandfather and father worked for the CWGC, and it only felt fitting for Fitzgerald to continue their legacy. He recalled spending his childhood at the military cemetery, which he described to be his ""playground"" growing up. ""Cemeteries can be seen as a bit boring, but when people come into our site, they end up staying hours. It's amazing how interested they would be, and they would want to know more and more about the stories and Malta's history.""For more information on the 'War Graves week' tours visit: https://www.cwgc.org/our-war-graves-your-history/war-graves-week/war-graves-week-2022-event-list/  ",
https://timesofmalta.com/,"Wimbledon left pointless as tour chiefs hit back over Russia, Belarus ban","Wimbledon, widely regarded as the world's most prestigious tennis event, was stripped of ranking points on Friday by the sport's main tours in response to the decision to ban Russian and Belarusian players from the tournament following the invasion of Ukraine.The move threatened to reduce Wimbledon to the status of a high-profile exhibition event.“It is with great regret and reluctance that we see no option but to remove ATP Ranking points from Wimbledon for 2022,” said an ATP statement.“Our rules and agreements exist in order to protect the rights of players as a whole. Unilateral decisions of this nature, if unaddressed, set a damaging precedent for the rest of the Tour.  ",
https://timesofmalta.com/,Hamilton smiling as Mercedes recover their form,"Lewis Hamilton wore a broad smile on Friday after he and Mercedes team-mate George Russell wound up second and third behind Charles Leclerc's Ferrari in practice at the Spanish Grand Prix.The seven-time champion, who was third-fastest, immediately thanked all the staff at Mercedes' factories back in Britain for their undying commitment to improving their capricious car and reviving their challenge this year.“Positive – super-happy with the progress,” he responded when asked how he felt. “A big, big, big thank-you to everyone at the factory for not giving up, for continuing to push. ",
https://timesofmalta.com/,Patience is key to succeed in archery,"John Schembri said that patience is a key aspect for athletes to achieve success in archery.Schembri, who is the president of the Malta Archery Association, was speaking to Ben Camille during this week's edition of Game On where he gave an insight of the sport in Malta.Schembri, who is also the head coach of the Malta national team, said that archery is a sport that needs a lot of commitment and the local governing body has worked hard to improve the level of coaching over the years.“For someone to practice the sport of archery one needs a lot of commitment, good physical strength but most importantly a high level of concentration that needs to be kept for a long time during competition,” Schembri said.“Here at the Malta Archery Association we are blessed to have a national team formed by archers who have a strong bond between them as they have competed several times together overseas.",
https://timesofmalta.com/,Two injured in Floriana road accident,"Two drivers were injured in a collision in Floriana on Saturday morning.Police said the incident, involving three vehicles, took place at around 11.15am in Triq l-Assedju l-Kbir.A 34-year old woman from Pietà and a 61-year old man from Valletta suffered grievous injuries and were hospitalised. Police investigations are ongoing.",
https://timesofmalta.com/,Monkeypox infections to be reported to authorities,"Monkeypox has been added to the list of notifiable diseases, meaning that anyone who is infected is required to immediately inform the authorities.A spokesperson for the health ministry told Times of Malta the Superintendent for Public Health had added the infectious virus to the list of disesases requiring notification, but that there still are no known cases of the disease in Malta as of Saturday afternoon.The spokesperson said any suspected cases of monkeypox would be clinically assessed in order to determine whether the patient required hospital care.Patients requiring medical care in hospital will be admitted to the Infectious Diseases Unit.If no specialised medial care is required, infected patients will be asked to isolate themselves in their homes.Monekypox now joins a list of 72 infectious diseases which are notifiable in Malta.The European Centres for Disease Prevention and Control (ECDC) said on Friday that of the 38 confirmed cases worldwide so far, 37 of them have no history of travel to endemic countries.The centre said that as of May 16, there is a multi-country outbreak of monkeypox affecting the UK, countries in the EU as well as North America.The ECDC said that two cases registered on May 14 in the UK were unrelated to a previous one reported a week earlier and that was linked to travel to Nigeria.As of Thursday, there were 14 cases of the virus reported in Portugal, nine in the UK, seven in Spain, two in Belgium, and one each in France, Italy and Sweden.Two cases were registered in Canada and one in the US.The first recorded human case of this viral disease dates back to 1970.The symptoms of the virus are similar to, but milder than, smallpox.A patient is likely to first develop fever, a headache, muscle pain and swollen lymph nodes.One may also experience exhaustion, and within one to three days of the first symptoms, a rash often begins on the face and spreads to other parts of the body.The illness typically lasts for two to four weeks.",
https://timesofmalta.com/,ADPD calls on politicians to preserve arable land earmarked for Mrieħel project,"Malta's green party has called on politicians to preserve precious arable land that will otherwise be eaten into by the Mrieħel project and to focus on reducing cars on the road rather than widening roads.Addressing a press conference on Saturday, ADPD leader Carmel Cacopardo pointed out the senselessness in the authorities' promised expenditure of €700m towards the greening of urban zones, while at the same time allowing the remaining open spaces to be clipped with construction and road widening developments.""There is a political decision that needs to be made in connection with this project: should we sacrifice precious land in favour of cars or shall we preserve agriculture? It is possible not to have more cars on the road but the impact of the reduction of farmland is felt increasingly by all,"" Cacopardo said.Infrastructure Minister Aaron Farrugia said recently he is willing to discuss plans to reduce the environmental damage caused by the planned Mrieħel flyover project.The project is set to destroy one of the remaining green lungs for Qormi,  wiping out up to 20 tumoli (around 22,500 metres squared) of arable land.Moreover, a huge water reservoir will be razed to the ground while several protected olive and pomegranate trees – some hundreds of years old – will need to be uprooted.The government insists the flyover is necessary to remove the need for traffic coming from the south to have to cross the busy bypass to enter one area of the so-called business district.However, Cacopardo pointed out ""that the solution is not to make it easier for more cars to pass through but rather to reduce the number of cars on the road.""ADPD Deputy General Secretary Sandra Gauci added the ever-increasing destruction of arable land not only threatens the livelihood of farmers and their families but also undermines the provision of local produce and reduces the few remaining open spaces.It also puts at risk EU funds aimed at agriculture, these being dependent on a clear strategy in favour of this sector, she said.""If further proof was needed that the transport policy is being dictated solely by private vehicles the Mrieħel bypass project is a case in point,""  said Gauci.""Our dependency on private transport is a reflection on decades-long successive governments' lack of action in introducing measures promoting sustainable mobility,"" she added.Sandra Gauci said that the ever-increasing destruction of arable land not only threatens the livelihood of farmers and their families but also undermines the provision of local produce and reduces the few remaining open spaces. It also puts at risk EU funds aimed at agriculture, these being dependent on a clear strategy in favour of this sector.She pointed out that this is another road widening project that will lead us to nowhere because the traffic that should be moving faster along the bypass will still be getting stuck at the Qormi roundabout.""This madness should stop now,"" concluded Gauci. ",
https://timesofmalta.com/,Is this progress?' Mġarr farmers and residents unite to protect ODZ fields,"Mġarr residents and farmers turned up on Saturday morning to express their anger and opposition against the Electorfix group, which is appealing a planning refusal for the development of a solar farm that will take up the area of around six football pitches of agricultural land.Some 100 people met holding banners reading, “Save Mġarr”, 'Ħalluna L-Arja' (leave our air), and 'Ambjent? Fejn? (Environment? Where?).  The demonstration was led by Moviment Graffitti, which has been at the forefront of the fight against the large development. Back in March, the PA planning board unanimously rejected the proposal for a massive solar farm. The development application, filed by Joseph Schembri of Electrofix Group, proposed the construction and installation of over 5,700 photovoltaic solar panels on the rooftops of 90 greenhouses. The project received hundreds of objections. Despite the project being rejected, the applicants Schembri and Christian Paul Micallef filed an appeal to the Planning Authority to “re-assess” the application once more last month.In their appeal, they stated they have formulated new plans following 'discussions' with the energy and economy ministries, and the agriculture department.During the demonstration, Graffitti spokesperson Christine Cassar said there were two serious points of concern regarding the appeal. She said the presentation of new plans at the appeal stage is “unacceptable”, since the appeal is a legal process and is meant to cover the original plans presented to the planning board. “The appeal is a legal process during which a person or company appeals to the Tribunal against the decision of the PA, which in this case, refused the application. During the appeal, new plans cannot be presented,” she told the crowd. She said it is also unacceptable for government ministries to meet and discuss the change in plans. “Ministers should have absolutely no say in the planning process, authorities, and planning boards should operate without any form of political interference whatsoever.”She said the project runs counter to the provisions of the document that regulates solar farms in Malta - Solar Farms Policy 2021 - which clearly states they cannot be built on agricultural and natural land.Cassar also pointed out how Electrofix took up a commercial stand at the government's AgriFair this week, despite the fact the company does not operate in the farming sector. Apart from the environmental impact, the project would also impact the historical context of the temples close by, such as Ta Ħaġrat and Skorba, areas of archeological importance with a class A level of protection. Ta' Ħaġrat and Skorba form part of a group of megalithic temples constructed during the fourth and third millennium BC that are inscribed in the UNESCO World Heritage List.According to farmers and archeologists who previously spoke to Times of Malta, the construction of the greenhouses and solar panels will prevent large volumes of water from being absorbed by the soil, with the runoff water flowing down San Pietru street and ending up in Ta' Ħaġrat temples on the other end of the village.Archeologist Francesco Fontanelli told demonstrators if the area is not protected, and the solar farms are built, there is a chance the temples will be removed from the UNESCO site. ""The amount of rain water which will end up in the site will damage the temples,"" he said. ""Is this the progress we really want and need? We always talk about moving forward and being progressive, but is this it? Is this the direction we want to go in?""He said heritage and environment are part of the country's DNA and must be protected. Mġarr mayor Paul Vella said the proposed area of development had been vacated by farmers because they were pushed out of the agricultural holdings. Just like the farmers and residents, he called for a halt to the project, which he said will leave lasting effects on the village's water resources, heritage, and residents' wellbeing.""We cannot teach our children the importance of environmental protection, with projects like this, with its visual impact, and the problems it will create to our farming community. If this project is allowed, others will follow and will ruin our country,"" Vella said.Farmers present at the demonstration explained the solar panels would be detrimental to the growth of any produce, since their installation would mean that the fields would not be exposed to direct sunlight and would instead fall in the shade. ",
