link,title,date,body,location,entities
https://www.maltatoday.com.mt/news/national/103071/watch_valletta_cva_charges_to_be_waived_for_summer_as_part_of_plan_to_regenerate_capital_postcovid,[WATCH] Valletta CVA charges to be waived for summer as part of plan to regenerate capital post-COVID,19/06/2020 13:41,As Valletta works to recover from the effects of the coronavirus crisis the government has launched a €750000 investment to reignite the capital ’ s economy The plan will see the CVA fees normally charged to people entering the city using private transport waived for the months of July August and September All restaurant permit fees for tables and chairs will also be waived from the three summer months For July and August sea ferry transport between Sliema and Valletta and Cottonera and Valletta will be free of charge every day from 6pm to midnight Free guided tours in Maltese and English for Fondazzjoni Wirt Artna attractions the Upper Barrakka Gardens and saluting battery the War Headquarter Tunnel and Lascaris War Rooms will be provided while admission to museums including MUŻA St Elmo ’ s and the archeology museum will be free of charge in July Addressing a press conference on Friday Valletta Cultural Agency chairperson Jason Micallef said that over the three summer months three free cultural activities will be held in the capital on average including musical concerts the Pageant of the Seas the Malta Jazz Festival and street art and theatre “ From July to September Valletta will be ‘ dressed ’ in a festive way - it will be lit up and decorated with flags and pavilions ” Micallef said The stimulus he said would be crucial for Valletta to regenerate following the lull caused by COVID-19 Tourism Minister Julia Farrugia Portelli said the investment was all the more important when considering the fact that 91 of all tourists who come to Malta visit the capital with 10 choosing to reside there during their stay “ The initiative is aimed at giving life once again to our capital and to offer the experience which tourists expect from a capital city ” she said highlighting that the Tourism Ministry would be contributing €350000 to the total investment Malta will re-open its doors to tourists on 1 July when the flight ban starts being lifted to specific countries On 15 July all remaining travel bans will be lifted,"['Valletta', 'Sliema', 'Valletta', 'Valletta', 'Valletta', 'Valletta', 'Valletta']","[(3, 11, 'LOC'), (454, 460, 'LOC'), (465, 473, 'LOC'), (492, 500, 'LOC'), (901, 909, 'LOC'), (1189, 1197, 'LOC'), (1352, 1360, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102975/black_lives_matter_is_the_end_of_silence_on_racism,‘Black Lives Matter is the end of silence on racism’,19/06/2020 07:00,In January 2014 then 17-year-old Nagm Arbab fled Sudan in search of safety as the situation in his home country escalated to the point where he had no choice other than to leave Up until that point he was living in “ sort of ” peace with his family “ I had a normal life like many other teenagers – I would go to school hang out with friends But then the situation in Sudan began to deteriorate forcing me to leave my family and village ” says the 23-year-old man one of several black activists present at the Black Lives Matter rally in Valletta last Monday held in memory of Lassana Cisse shot in a drive-by shooting by two soldiers in 2019 Today Arbab studies industrial electronics at the University of Malta When he is not studying he works as an electrician But at such a young age this man ’ s journey to safety has been rife with danger “ First I went to another place in Sudan that was considered safe but eventually even the situation in that village deteriorated At that point I felt I had no choice but to leave my country altogether ” he says From Sudan Arbab crossed into Chad and then the Sahara desert setting course for Libya where he stayed for seven months in the hope that the country was on its way to regain stability from the civil conflict that ousted Muammar Gaddafi “ It was in chaos and because I once again had no choice I crossed the Mediterranean and arrived in Malta on 21 July 2014 I still remember the day ” For the teenage Arbab detainment at the Safi closed detention centre was hard “ I can say I am more fortunate than others because I was given opportunities I think I had it easier than other migrants and refugees But I still faced difficulties when it came to integrating as well as navigating a new country Which I think is normal and something many people who move countries go through ” After being released from detention Arbab was quick to understand the lack of organised community relations for Sudanese migrants when he saw migrants bringing food or cigarettes to migrants in detention “ I wanted to help migrants the same way they had helped me but there was no organisation to help bring the Sudanese together as a community where we could gather Until that point you had to approach people individually meeting at their place or in public So I thought there was a need for us to have a place we could gather and collaborate ” His Facebook page called out for Sudanese migrants to come together and share experiences and find a place to “ have some peace of mind and rest after a hard day ’ s work ” The Sudanese Migrant Association would soon take shape Today as the SMA ’ s vice-president Arbab is active as ever in the anti-racist manifestations that connect many Maltese and non-Maltese alike such as last Monday ’ s Black Lives Matter demonstration “ I think after personally witnessing racism here in Malta you can say we are more similar in some cases to America than most people realise We suffer from a lot of micro-aggressions I ’ ve witnessed racist behaviours – some intentional others perhaps not – and in my opinion no government body comes out to speak clearly about racism or address the reality of what is going on People tend to avoid the situation or use it for political gain ” Arbab said And despite countless cases of racism and even violence reported to the SMA Arbab says none of the victims get justice “ Things have become harder and racism has become clearer with public hate speech growing – platforms such as Facebook have played a role in that… to the point where the Hal Far centre has become less safe Before Lassana was murdered there was a hit-and-run outside the open centre of a 17-year-old boy from Chad He was left unconscious on the side of the road ” he says of May Malimi who was left unconscious on the side of Triq il-Ġebel in Hal Far with a fractured collarbone after being run over by a car Arbab says the death of Ivorian national Lassana Cisse shook the Sudanese community “ There was a lot of fear – fear that it could happen to them Some people thought they weren ’ t safe anymore and started limiting their activity during the night and only going out if necessary Some even began going out in groups of two so that if something happened to them the other would know People have calmed down slightly since then ” Now Arbab says the Black Lives Matter movement may have sparked a new voice for migrants and the anti-racist movement a new sign of courage for communities to no longer remain silent in the face of hate and racism “ We live in a community together – if someone is oppressed and the other remains silent the oppressed group will only grow more restless and will lead to a negative response from that group “ Malta is a small island If we ignore the problem of racism here it will only get worse and can escalate quickly ”,"['Valletta', 'Safi']","[(538, 546, 'LOC'), (1481, 1485, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102965/steward_founder_ralph_de_la_torre_for_malta_talks_on_hospitals,Steward founder Ralph de la Torre for Malta talks on hospitals,17/06/2020 08:07,Steward Health Care chairman and CEO Ralph de la Torre will be meeting Maltese prime minister Robert Abela after the American healthcare giant was sold by former asset group Cerberus Capital to a doctor-led group Together with Steward Malta president Armin Ernst who runs the international arm of the private hospital group discussions will focus on the future of a controversial concession of three state hospitals to Steward A majority of Cabinet members are believed to have strong reservations about using taxpayers money to finance the American company ’ s concession a project driven by the former prime minister Joseph Muscat and one-time energy and health minister Konrad Mizzi But the 30-year concession to run three state hospitals granted to a mysterious group of investors under the name of Vitals Global Healthcare in 2015 ran aground when the company sold its concession for a reported €15 million to Steward Now the Maltese government is seeking ways to renegotiate the concession with Steward that includes fronting the annual healthcare cost for hospital staff and medications Risky default clause With a magisterial inquiry underway into the controversial public-private partnership the government is risking a hefty bill should the concession ever be rescinded An agreement hammered out in August 2019 with former tourism minister Konrad Mizzi gave Steward Healthcare an “ escape clause ” that turns any termination of its concession into a government default The wording is part of an agreement in which the government acknowledged a €28 million loan from Bank of Valletta to Steward as “ lender ’ s debt ” In the agreement signed by Mizzi and Steward the government agreed that should the hospitals ’ concession be terminated by a court of law – for whatever reason and even if Steward is in breach of contract – such an event would be a government default That would mean that all debts incurred by Steward would be passed on to the government and the American company would still be liable for a €100 million contractual pay-out for its equity The American healthcare company was already on the verge of being given wider berth on its concession back in November 2019 before former prime minister Joseph Muscat lost control of power in the wake of his chief of staff ’ s resignation in connection with the Daphne Caruana Galizia murder investigation The original concession itself obliges the Maltese taxpayer to pay hefty penalties should the government decide single-handedly to terminated the concession €100 million in cash and any lenders ’ debt incurred by Steward But should Steward default on the contract and not fulfill its obligations on the St Luke ’ s Karin Grech and Gozo hospitals it would ‘ only ’ lose its equity – the investment it carried out in the hospitals Government would still have to pay all the debt incurred throughout With Muscat in November 2019 Steward wanted to extend the grounds on which a ‘ force majeure ’ or national emergency default might incur that is situations where civil strife or war would make the operation unworkable In such case government would be obliged to pay Steward 50 of its equity but also cover any debt the company incurred But Steward wanted to add a host of other such ‘ force majeure ’ conditions not necessarily as calamitous as a warlike event such as accidental loss or damage strikes and work-to-rule situations and even ordinary changes in laws or EU rules Only last month Cerberus Capital Management sold Steward Health Care System to a management group of Steward physicians led by the company ’ s CEO and founder Ralph de la Torre Medical Properties Trust will maintain its 10 stake,['Valletta'],"[(1584, 1592, 'LOC')]"
https://www.maltatoday.com.mt/news/national/103017/50yearold_seriously_injured_in_lija_construction_site,50-year-old seriously injured in Lija construction site,16/06/2020 16:25,A 50-year-old man sustained serious injuries while working on a construction site in Lija the police said The incident happened at around 1220pm in Triq Enejja Lija The man from San Ġwann was taken to Mater Dei Hospital by ambulance Police are investigating the incident,"['Lija', 'Lija']","[(85, 89, 'LOC'), (160, 164, 'LOC')]"
https://www.maltatoday.com.mt/news/national/103002/now_under_investigation_former_police_chief_denies_imperiling_caruana_galizia_investigation,"Now under investigation, former police chief denies imperiling Caruana Galizia investigation",16/06/2020 08:32,Malta ’ s former commissioner of police Lawrence Cutajar has denied having spoken to the Caruana Galizia assassination middleman Melvin Theuma or taken payment for informing Theuma of his pending arrest In an interview with The Times the former police chief now under investigation declared that the Caruana Galizia assassination was one of the greatest disappointments of his career “ We had high profile cases in Malta… Raymond Caruana for example Was anyone ever taken to court 30 or 35 years later And now let me ask you one All these years in connection with these cases were there ever any requests for resignations because the cases happened and were never solved No ” Cutajar also said that “ not once ” had former OPM chief of staff Keith Schembri ever give him any instructions or that he had withheld investigations on cases flagged by the Financial Intelligence Analysis Unit Cutajar said he knew Edwin Brincat ‘ il-Gojja ’ a confidant of Melvin Theuma when he was an inspector in Żejtun “ I met him again when I was Superintendent with the Qormi District and I would go down to the Marsa race track on work as he had a betting shop And I would see him there we would sometimes talk about trivial matters… ” Brincat is believed to have informed Theuma of his pending arrest on a money laundering charge after speaking to Cutajar Cutajar said that Brincat actually contacted him at his home about a fine he had received “ and I got the idea to talk to him about the recordings The investigators knew of the existence of recordings through telephone tapping interceptions Then a dilemma presented itself should we organise a raid to look for the recordings or do we keep collecting information and do a side investigation into money laundering This was where I shouldered the most responsibility And I want to be honest not everyone agreed with my decision to hold off on the raid ” Cutajar said the money laundering investigation was a Plan B for the police not to reveal their hand by going straight in for the recordings “ It was obvious that Melvin Theuma didn ’ t make these recordings for nothing he did it to have a sort of guarantee ” Cutajar also said that after his second meeting he informed the investigators himself Cutajar claimed he could not have risked the investigation believing that Theuma would have never deleted the recordings “ You have to weigh everything we were panicking about these recordings ” he said when told that he had actually told Brincat the police knew of the recordings “ It could have been my actions when I asked Edwin Brincat if these recordings existed It could be I can ’ t deny it In fact as you are saying the doubts have been cast But my aim was to find the recordings as in fact happened If they had not been found I would say there is a real reason for these doubts to be placed ”,"['Żejtun', 'Qormi', 'Marsa']","[(993, 999, 'LOC'), (1053, 1058, 'LOC'), (1095, 1100, 'LOC')]"
https://www.maltatoday.com.mt/news/national/103001/vigil_for_caruana_galizia_after_top_police_brass_embroiled_in_investigation,Vigil for Caruana Galizia after top police brass embroiled in investigation,16/06/2020 07:38,A vigil for justice for Daphne Caruana Galizia will take place Tuesday evening as Malta reels from the revelations inside court that have now led to the formal investigation of former Commissioner of Police Lawrence Cutajar Yesterday activists from the Occupy Justice NGO unfurled a banner on Castille Square outside the Office of the Prime Minister saying ‘ Corruption Is A Virus ’ saying Malta had failed “ miserably ” at fighting corruption “ Is this the same ‘ normality ’ that was promoted by the disgraced Prime Minister Joseph Muscat together with his cronies since 2013 Is this the same corrupt mafia-inspired “ normality ” that led to the assassination of a journalist Is this the same “ normality ” that allowed for implicated public figures to be protected by the system by the police and by the judicial institutions ” the NGO asked “ COVID-19 may be under control but corruption is alive kicking and spreading by the day and Prime Minister Robert Abela seems to have neither the inclination nor the will to stop this spread ” The NGO took to task Abela for appointing Joseph Muscat as an economic advisor “ Anyone who follows the media is conscious of the number of times that Keith Schembri ’ s name has come up during court testimonies ” the NGO said of Muscat ’ s former chief of staff “ So why has Schembri not been arrested Perhaps because the virus has also spread thick and fast within the highest ranks of our police force It is now more than evident that protestors were right in calling for the removal of the likes of Silvio Valletta and Lawrence Cutajar ex-deputy police commissioner and the ex-top man himself respectively both also mentioned repeatedly in court proceedings “ What has come to light is sickening and shows that these two individuals were actively contaminating any form of progress in the investigations ”,['Valletta'],"[(1549, 1557, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102889/sudden_death_of_incredibly_smart_naxxar_teem_francesca_vella_shocks_friends,Sudden death of ‘incredibly smart’ Naxxar teen Francesca Vella shocks friends,10/06/2020 11:42,Friends and family were left shocked at the death of Naxxar teenager Francesca Vella who tragically passed away suddenly earlier in the week The 13-year-old was only a month shy of her 14th birthday in July Vella began feeling unwell while on a trip to Gozo and was later flown to Mater Dei Hospital on Sunday Vella was kept at Mater Dei for multiple days before tragically passing away A school-friend of Vella ’ s told MaltaToday about the young girl ’ s sweet disposition “ She never caused any trouble and was always there to help anyone who needed it ” They recalled Vella ’ s love for mathematics as well as make-up “ Francesca loved accounts and she was good at it too – she was incredibly smart She was sweet and kind and would always find her smiling she was a happy person ” they said St Michael School which Vella attended shared the news on social media expressing its shock at the news of Vella ’ s passing “ She will always be remembered for her diligence sense of responsibility and most especially her kind heart while our hearts ache and cry tears of sorrow Our love and prayers to Mr and Ms Vella Andrew their family and friends ” Underneath the post dozens of comments expressed their condolences as well as shock at the tragic event “ I am so deeply saddened and shocked to hear this news I remember Francesca so well at school so sweet intelligent and kind I pray for her family that they may find strength during this difficult time Rest with the Angels dear Fran ” wrote one mourner “ Dearest Fran you shall never be forgotten watch over from above together with your nanna your lovely family and protect them always ” another well-wisher wrote “ Still trying to get to terms with such a loss May she Rest in Peace sweet Francesca ” said another,['Naxxar'],"[(53, 59, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102877/farrightists_had_no_police_permit_for_black_lives_matter_counterprotest,Far-rightists had no police permit for Black Lives Matter counter-protest,10/06/2020 07:00,A far-right protest that was allowed to take place behind a police cordon had no official permit was illegal The Malta Police Force confirmed that the only permit secured for a mass gathering in Valletta had been by Integra Foundation one of the convenors of the Justice for Lassana memorial and Black Lives Matter event The counter-protest was attended by just under 40 people but was vocally vitriolic at the hundreds of activists who reacted with dignified shows of placards and silence The protest appeared to be led by two frontmen former police sergeant Raymond Ambrogio who was part of a group that carried out an impromptu protest on the Sette Giugno monument after Malta disembarked 425 migrants rescued by the AFM and Noah ’ s Ark zoo owner Anton Cutajar who has published numerous livestreams on Facebook encouraging people to protest human rights activists Photos from the event posted on social media also show one of the activists performing a Hitler salute while another protestor a bouncer employed at the Havana club in Paceville making offensive monkey gestures at the activists and people of colour during the event Members from the far-right party Imperium Europa whose leader Norman Lowell is an avowed holocaust-denier were also present Even during a symbolic kneel at the end of the memorial the far-right activists booed at what was supposed to be a solemn moment remembering George Floyd murdered in Minneapolis by a police officer and Lassana Cisse an Ivorian worker killed by two maltese soldiers in a drive-by shooting in Birżebbuġa in 2019 Investigating officers have described the shooting a racially motivated murder Two men are charged with the murder and the compilation of evidence is ongoing The protest on Monday on the back of government ’ s tough stand on migration which left hundreds of people rescued at sea detained on Captain Morgan pleasure boats outside territorial waters for more than a month Government eventually gave in and allowed the 425 migrants to disembark on Saturday after people driven by despair mounted an attempt to commandeer the boats and threatened crew members,"['Valletta', 'Birżebbuġa']","[(195, 203, 'LOC'), (1550, 1560, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102875/live_repubblika_demand_home_affairs_ministers_resignation,[WATCH] Repubblika demand Home Affairs minister's resignation,09/06/2020 15:30,Repubblika and Occupy Justice staged an impromptu protest on Tuesday afternoon demanding the resignation of the Home Affairs minister in light of allegations concerning former police chief Lawrence Cutajar The NGOs were protesting outside Byron Camilleri ’ s ministry in Valletta after Melvin Theuma the middleman in the Caruana Galizia murder claimed in court in the past weeks that Cutajar had interfered in the investigation into the journalist ’ s slaying Repubblika lambasted Camilleri for keeping Cutajar on as a government consultant when he stepped down as police commissioner in January and for simply suspending him when his name cropped up in Theuma 's testimony during the compilation of evidence against suspected murder mastermind Yorgen Fenech “ In the past week we ’ ve been getting to know of collusion between high-ranking government and police officials and criminals ” the NGOs said in a letter which it delivered to Camilleri Instead of ensuring Cutajar was investigated you protected him by making him your consultant the NGOs said Byron Camilleri - resign All protesters were wearing masks or visors in line with the COVID-19 safety precautions advised by the health authorities,['Valletta'],"[(271, 279, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102872/turkish_construction_workers_at_fortina_site_on_strike,Turkish construction workers at Fortina site on strike,09/06/2020 13:05,A group of Turkish construction workers recruited by an international construction company to work on the Fortina project are striking out near the Fortina construction site The workers are insisting they have received no payment for their services for the past months The group of around 80 are employed by TACA Construction a Turkish company which brought them over to Malta in November last year to work on the project in Sliema Turkish workers employed by NivasTACA on Fortina construction site are now on strike over unpaid wages Fortina spokesperson Company is working with TACA to resolve the issue pictwittercomuxhIhrF4nD They have however been subcontracted by Turkish company Nivas Construction Fortina is currently in talks with Taca in attempt to resolve the issue MaltaToday is informed One worker in contact with MaltaToday insisted that the group has not been paid for any of their work for the past five months Despite complaining to their TACA supervisors the workers said that the situation has persisted “ They say they have no money They are not interested in us ” they said Fortina Investments has insisted that all financial obligations to TACA had been honoured and said that it was the Turkish company that had allegedly not paid its workers the wages due to them “ Fortina to date has paid TACA Construction over and above the fees for the certified works on site at times even paying suppliers directly on their behalf in order for progress to keep on moving onsite ” Fortina Investments director Edward Zammit Tabona said in a previous statement “ Fortina has made it clear with TACA that no form of compromise is acceptable with worker 's rights and that alleged issues should be resolved forthwith ” Zammit Tabona said The Department of Industrial and Employment Relations said it was investigating the matter Tanju Baskurt the owner of the company subcontracted by Taca Construction to do the civil works in the Fortina project insisted that Taca had provided all workers “ very decent accommodation and three times a day food which specially prepared for the Turkish worker ’ s taste ” “ I have paid all the salaries to my workers up until the last month We have all the bank documentation proving that we have paid them And Taca fulfilled its obligation to us as per our contract As per the contract with our workers we keep one month ’ s salary to be paid at the end of the project Once the dispute between Taca construction and Fortina resolves they will start working again ” Deha Turkel a director of Taca Construction told MaltaToday the workers were the responsibility of the subcontractor “ We have paid the subcontractor in full as per our contract In any case we are addressing this issue carefully and outmost importance to resolve it in the shortest time possible As per Fortina ’ s statement we duly reject the claims that they have paid us in full let alone the statement of overpaying us The dispute on the project has required us to take a drastic measures on project Therefore we have agreed with the client to hire an internationally acclaimed third-party consultant to make an independent assessment and to await for the outcome ”,['Sliema'],"[(425, 431, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102637/tribunal_halts_works_on_odz_marsaskala_fuel_station_until_appeal_is_decided,Tribunal halts works on ODZ Marsaskala fuel station until appeal is decided,29/05/2020 13:41,A tribunal has halted works on an ODZ Marsaskala fuel station construction project until an appeal against the planning permit is decided Last October the Planning Authority had dismissed a resident ’ s call for the revocation of the permit finding instead for the planning directorate The resident in question had filed an appeal to the decision The Environmental and Planning Review Tribunal upheld the request to suspend works but still has to decide on whether the permit should be revoked or not According to the law when a permit is given and subsequently appealed the appellant can request halting of works until the final decision in the appeal is handed down Last year the Planning Authority board confirmed the permit for a petrol station of 1500 square metres located outside development zone in Marsaskala opposite the family park The site owned by Patrick Guntrip had its permit approved in 2017 but the PA subsequently dismissed a call for its revocation made by a resident and supported by the planning directorate The resident asked for a revocation of permit over the wrong placement in 2010 of a site notice which was attached to the waste recycling plant – on the opposite part of the road and not on the site of the petrol station This was evidenced by photos on the PA ’ s website A resident argued that this constituted incorrect information which resulted in a situation where potential objectors were precluded from doing so as they were not aware of the site “ The next door neighbours were never aware of the application If the notice had been attached on the correct site they would have objected ” Natalino Caruana de Brincat the lawyer making the case for the resident argued Former PA chief executive Ian Stafrace representing the applicant argued that it was the PA ’ s contractor who had attached the site notice He argued that the original application was different and included a smaller plot of land near the recycling plant Subsequently the application was changed to exclude this site and was republished in newspapers The planning directorate had recommended that the permit be revoked and the application reconsidered to ensure that everyone has a chance to object In its decree the EPRT composed of architect Roderick Spiteri lawyer Carlos Bugeja and architect Alessandra Fiott noted that it was not permitted to examine the merits of the case but only to carry out a preliminary assessment as to whether the suspension of works is required In view of the fact that the fuel station is proposed in a sensitive ODZ area the tribunal suspended the permit until it could properly examine the issue at hand Lawyer Natalino Debrincat appeared for the appellants,"['Marsaskala', 'Marsaskala']","[(38, 48, 'LOC'), (807, 817, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102596/analysis_delia_pn_fails_make_inroads_among_university_graduates,[ANALYSIS] Delia’s PN fails to make inroads among university graduates,28/05/2020 07:45,University-educated respondents to MaltaToday survey are shedding their political loyalties it seems They have shown themselves to be nearly four times more likely to abstain in a forthcoming election than those with a secondary level of education three times more than those with a post-secondary level of education and 12 times more than those with a primary level of education The fraction of non-voters – just one-tenth of voters on a national scale – rises to almost 20 among the university-educated suggesting higher levels of distrust in the political system from this cohort Nearly half or 44 said they won ’ t vote or are undecided whom to vote for compared to 26 with post-secondary and 16 with secondary levels of education This is a clear indication that the higher the level of education the weaker partisan loyalties are becoming In fact while 84 of those with secondary education are keen on voting either the PN or the PL the combined sum of both parties among the university-educated falls to just 54 Yet despite weakening political loyalties support for third parties among the university-educated remains very low at around 2 This suggests the only alternative considered to voting for either major parties is not to vote at all something that might reflect the absence of a viable third party which can attract these voters Since this educational group has been traditionally PN-leaning the high number of abstainers could also reflect the current distrust in Adrian Delia among a cohort of PN voters In fact this was also the only cohort to shift to the PN during the political crisis in December amidst a decline in non-committed voters from previous surveys However subsequently Labour strengthened its lead in this category of tertiary-educated voters This suggests that under Abela Labour has renewed its appeal among upwardly-mobile educated voters While in the middle of the December crisis the PN had overtaken the PL by 6 points in this category Labour has enjoyed a lead of between 14 and 22 points in all subsequent surveys Although the lead remains lower than the 30-point national lead Labour ’ s lead among the tertiary-educated remained consistent over the past five months Moreover the lowest percentage of non-committed university educated voters was registered in April when Labour also enjoyed a strong 22-point advantage in this group with its support reaching an all-time high of 41 This suggests that political loyalties among this group are fluid While during the political crisis in December a decline in non-committed voters had resulted in the PN overtaking Labour by six points among the tertiary educated cohort this was not the case in April when the number of non-committed voters was even lower What surveys seem to suggest is with the exception of a surge in December during Labour ’ s greatest crisis under Delia the PN has failed in making any inroads among the university-educated segment In fact in this segment the percentage of PN voters 20 is lower than both undecided voters 22 and non-voters 22 Support for the PN has oscillated between 17 and 20 in recent surveys since February a considerable decline since December when the PN scored 25 among the tertiary-educated On the other hand Labour ’ s support has oscillated between 33 and 41 Surveys also show that among the university-educated any decrease in the percentage of non-voters in this category corresponds to an increase in undecided voters rather than by any significant shift towards any of the two major parties For example a 16-point increase in non-voters between April and May was corresponded by a 10-point decrease in the percentage of undecided voters This suggests a tendency among the university-educated to shift between a clear resolve not to vote to a state of indecision on who to vote for the party ’ s leadership among this category Since the formation of the new government the percentage of non-voters among the university educated has oscillated between a 6 low in April and 32 in March while the percentage of undecided voters oscillated between 15 in March and 39 in February A regional analysis shows that the region with the highest percentage of non-committed voters is the more affluent north which includes St Paul ’ s Bay Mosta Mellieha and Naxxar In this region 31 of voters are either undecided or intent on not voting The region also boasts the highest percentage of voters intent on not voting 14 Although traditionally Nationalist-leaning Labour has made considerable inroads here in the past years In contrast the lowest percentage of non-committed voters is found in the Labour southeast where 15 are either undecided or intent on not voting Yet the survey also indicates a degree of discontentment in Labour ’ s strongholds in the south harbour region where 13 intend not voting and 27 are non-committal,"['Mosta', 'Naxxar']","[(4270, 4275, 'LOC'), (4289, 4295, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102540/car_belonging_to_pn_journalist_and_floriana_fc_secretarygeneral_dione_borg_set_on_fire,Car belonging to PN journalist and Floriana FC secretary-general Dione Borg set on fire,25/05/2020 08:34,The car belonging to PN MEP candidate and veteran journalist Dione Borg was set on fire on Sunday night It was the Borg who took to social media to thank the Civil Protection Department and police for their help “ This person was caught by CCTV cameras setting the car on fire and fleeing on an electric scooter he wrote on Facebook citing that the vehicle had been destroyed Nirringrazzja lill-membri tal-Protezzjoni Civili u l-pulizija li illum assistewni wara li persuna haraqli l-karozza ftit Borg is a veteran NET journalist who also ran for a European Parliament seat in 2019 He is also the secretary-general of Floriana FC the current Premier League leaders At 430pm the Malta FA meets to decide whether the shuttered league should now declare Floriana champions Runners-up Valletta have already declared themselves contrary to awarding Floriana the championship,"['Floriana', 'Floriana', 'Valletta', 'Floriana']","[(618, 626, 'LOC'), (751, 759, 'LOC'), (781, 789, 'LOC'), (844, 852, 'LOC')]"
https://www.maltatoday.com.mt/news/national/102537/suspected_mercenaries_were_released_from_arrest_after_two_days,Suspected mercenaries were released from arrest after two days,25/05/2020 07:15,A group of 20 men evacuated from Benghazi Libya and suspected of having been contracted to lend support to General Khalifa Haftar ’ s forces were held under arrest in Malta for two days before being released without charge Multiple law enforcement sources speaking to this newspaper say the police are still investigating the incident almost a year on since the arrival of the men on two RHIBs rigid-hull inflatable boats at the Valletta seaport in June 2019 The men are suspected of having aviation and military backgrounds yet police sources insisted they carried out a full suite of checks on the suspected mercenaries “ The police don ’ t take things at face value – we are still investigating their claims of being oil and gas workers ” a source said of the men ’ s claims that they were oil and gas personnel working for an Emirati firm Opus Capital Asset The RHIBs were leased out to the company by a Maltese firm Sovereign Charters whose owner James Fenech is an ammunitions merchant In April 2020 Fenech was charged with leasing out the RHIBs in breach of EU sanctions on Libya for not having an appropriate export licence MaltaToday has established that after the men were arrested Fenech ’ s company was fined €15000 for the entry into Malta without visas The group was mostly composed of South African men as well as one American and one Australian Fenech has claimed that in June 2019 his lawyers green-lit his decision to lease out the RHIBs to Opus Capital a company now named in a United Nations report and suspected of being a front for Abu Dhabi ’ s operations in Libya to back Haftar ’ s forces The UN report says Opus Capital and military contractors Lancaster 6 DMCC Dubai-registered financed and directed an operation to provide Haftar ’ s forces with helicopters drones and cyber capabilities through a complex web of shell companies according to two diplomats who briefed Bloomberg on the contents of the UN Panel of Experts report shared with the Security Council ’ s sanctions committee in February The mercenaries travelled to Libya in June 2019 for a “ well-funded private military company operation ” to support Haftar who is fighting to dislodge the United Nations-recognised Government of National Accord MaltaToday obtained a list of a names that took part in the mission showing there was clear military backgrounds to various men in the operation The boats were driven out of Malta by coxswains Sean Callaghan Louw and Andrew Scott Ritchie a former Royal Marine commando - both UK nationals The team was led by South African national Steven John Lodge Other names are those of American national Travis Alden Maki a pilot-in-command for flight operations in frontier locations in African and the Middle East Maki is vice-president aviation for UK specialist geosciences firm Bridgeporth Another former South African National Defence Force special forces name is that of Rudi Koekemoer In total there were five UK nationals one American one Australian and 12 South African nationals MaltaToday also has information that a Maltese police officer was requested to take the men ’ s flight helmets upon arrival in Malta The officer has refused to confirm or deny with MaltaToday whether he did this while off-duty at the behest of third parties representing the mercenaries Law enforcement sources claim there were no flight helmets when they arrested the men Lancaster 6 is run by Christiaan Durrant a one-time Malta resident and former Australian fighter pilot who was once an associate of Blackwater owner Erik Prince In 2017 both Durrant and Prince were registered in one of the crews competing for the Rolex Middle Sea Race records held by the Royal Malta Yacht Club show Their yacht ’ s sail carried the familiar trademark logo of Blackwater the defunct private military company run by Prince Durrant opened a Malta subsidiary of Lancaster 6 and its company secretary was Amanda Perry a British national based in Dubai who heads Opus Capital Asset A letter to Bloomberg from Vince Gordon the lawyer representing Lodge Durrant and Perry in the matter has disputed the accusations in the UN report quoting Durrant as saying “ allegations about the unlawful activity of Opus and Lancaster 6 in Libya are simply not factual and spread based on a patchwork of half-truths ” The letter said that they had cooperated with the UN investigation and offered to meet the panel several times “ Our clients intend to vigorously defend themselves and their directors and employees against false and misleading allegations ” In Malta James Fenech has denied having any links with either Durrant or Prince Through his company PBM Limited Precision Ballistic Manufacturing Fenech has a branding agreement for the Blackwater Ammunition trademark Fenech insists he has no form of “ dealings ” with Prince even though PBM – which has an Italian manufacturing base – has an exclusive deal with Prince ’ s brand for its products Fenech says Opus Capital engaged Maltese lawyers to assist in immigration procedures While the evacuation occurred within 24 hours of the departure of the RHIBs from Malta Fenech says his company was not involved “ The authorities were notified prior to the evacuees ’ arrival Our vessel was with held by the llocal authorities for a number of days and was released from where it was docked at Valletta Waterfront ” UN investigators said in the report they were unable to determine why the team pulled out but that the explanation provided by their lawyers – that they were providing services related to oil and gas – was not convincing Although fined by police over immigration irregularities Fenech insists this was done erroneously since the men were employees of Opus “ We had provided all the documentation of the transaction the lease including contracts and all that was requested last July I was never questioned prior to the 22 April this year ”,"['Valletta', 'Valletta']","[(429, 437, 'LOC'), (5335, 5343, 'LOC')]"
